LOT_SQFT,YR_BUILT,GROSS_AREA,LIVING_AREA,FLOORS,ROOMS,BEDROOMS,FULL_BATH,HALF_BATH,KITCHEN,FIREPLACE,REMODEL_None,REMODEL_Recent,TOTAL_VALUE
6600,1916,2551,1596,2,7,3,1,0,1,1,1,0,351.7
4080,1988,4374,1968,1.5,6,3,2,0,1,1,1,0,427
3835,1945,2442,1047,1,5,2,1,1,1,1,1,0,279.5
4888,1960,2430,1075,1,5,4,1,1,1,0,1,0,273.6
8414,1950,2320,1224,1.5,6,3,2,0,1,1,0,1,334.8
7782,1960,2644,1832,1,8,3,1,1,1,1,1,0,378.9
4098,1930,1960,980,1,5,2,2,0,1,0,1,0,251.1
5975,1965,2366,1104,1,5,2,1,0,1,0,1,0,309.6
10400,1950,3010,1944,2,7,3,2,1,1,0,0,1,478.7
6971,1960,1440,720,1,4,2,1,0,1,0,1,0,271.1
6000,1984,2918,1862,2,7,5,1,1,1,1,1,0,384.3
4950,1960,2338,1080,1,5,2,1,0,1,0,1,0,306
3710,1930,1873,1144,2,8,4,1,0,1,0,1,0,304.3
3675,1925,1732,810,1,5,2,1,0,1,1,1,0,253.8
6533,1920,2200,1000,1,5,2,1,0,1,0,1,0,283.7
4160,1940,1964,912,1,5,2,1,0,1,0,0,1,294.3
10400,1880,3670,2425,2,7,3,2,1,1,2,0,1,501.8
5818,2003,6180,3970,2.5,9,4,2,1,1,0,1,0,730.3
3086,1925,2331,1142,1.5,7,3,1,0,1,0,0,0,281.6
6840,1917,3687,2339,2,8,4,2,1,1,1,0,1,423.5
4241,1950,2400,1075,1,6,3,1,0,1,1,1,0,286.7
6292,1960,2304,1075,1,6,3,1,1,1,0,0,1,332.2
6700,1955,2366,1889,1,8,4,1,1,1,1,1,0,381
8727,1994,3953,2052,2,7,3,2,1,1,1,0,1,481.8
6948,1973,2658,1075,1,6,3,1,1,1,1,1,0,369.6
5825,1960,2322,1080,1,6,3,1,0,1,0,0,1,338.2
3280,1910,1902,880,1,5,2,1,0,1,0,0,1,270.7
6000,1985,3320,1938,2,8,4,1,1,1,1,1,0,398.8
10400,1890,4198,2658,2,8,4,2,1,1,1,0,0,537.5
8720,1994,3182,1738,2,6,3,2,1,1,1,1,0,462.9
9100,1994,3216,1772,2,8,3,2,1,1,1,1,0,469.5
5409,1960,1950,878,1,5,3,1,1,1,2,1,0,285.2
8450,1950,2766,1120,1,7,3,2,0,1,1,1,0,353.1
7242,1950,2255,1576,1,8,5,2,0,1,1,1,0,344.7
3200,1955,1857,1225,2,6,3,1,1,1,1,1,0,271.2
4050,1920,2536,1582,2,6,3,1,1,1,1,1,0,313.4
5006,1951,2602,1628,2,8,3,1,1,1,0,0,0,347.225
6518,1930,2359,1434,2,6,3,1,0,1,1,1,0,342.1
10103,1950,2566,1430,1.5,6,2,2,0,1,1,0,1,401.6
3495,1915,3066,1310,1,6,3,1,0,1,0,1,0,277
8048,1900,3393,1977,2,8,4,3,1,1,0,0,1,439.8
7680,1960,2383,1090,1,5,4,1,0,1,1,0,0,348.1
4225,1950,2384,1075,1,6,3,1,0,1,0,1,0,290.7
9408,1961,2222,1056,1,6,3,1,0,1,1,1,0,372.7
4815,1960,2208,1080,1,5,2,1,1,1,0,0,1,226.265
4600,1920,1861,864,1,6,3,1,0,1,1,1,0,280
3200,1955,1796,1176,2,7,3,1,1,1,1,0,1,334.4
7000,1984,3248,1938,2,8,4,1,1,1,1,1,0,412.7
4712,1927,4224,2291,1.5,9,3,2,0,1,0,1,0,440.1
5759,1955,2424,1075,1,6,3,1,1,1,0,1,0,302.9
5368,1987,6184,3880,2,9,3,2,0,1,1,1,0,632.4
14200,1960,2812,1204,1,5,2,1,1,1,1,1,0,365.6
5720,1970,2544,1620,2,7,3,1,1,1,1,1,0,381.9
11013,1900,2645,1532,2,6,3,1,1,1,0,1,0,333.4
3685,1960,1830,869,1,5,2,1,0,1,1,1,0,254.8
3200,1930,2102,1303,2,7,3,1,1,1,0,0,1,298.5
7617,1955,2424,1075,1,6,2,1,1,1,0,1,0,353
6004,1850,3235,1802,2,7,4,2,0,1,0,1,0,317.8
4913,1950,2310,1372,2,6,3,1,1,1,1,1,0,333.8
8612,1950,2430,1075,1,6,2,1,0,1,1,0,0,314.7
8450,1950,2812,1474,1.5,7,4,1,1,1,1,1,0,354.2
7156,1965,3414,1795,1.5,10,4,2,1,1,0,1,0,429.2
9391,1935,1989,912,1,5,2,1,0,1,0,1,0,292.3
9334,1950,2888,1285,1,6,3,1,1,1,1,1,0,365
5668,1950,3263,1347,1,7,3,1,0,1,1,0,0,324.1
5606,1950,2496,1171,1,6,3,1,1,1,0,1,0,307
6778,1951,1649,966,1,5,3,1,0,1,0,1,0,275
4965,1960,2954,1571,1.5,6,3,2,0,1,1,0,0,368.1
8530,1961,2262,1056,1,6,3,1,0,1,1,1,0,331.9
8040,1960,1756,864,1,6,3,1,0,1,1,1,0,315.3
4250,1955,2622,1360,1.5,8,3,2,0,1,1,1,0,332.9
3200,1929,3653,2404,1,7,3,1,2,1,0,0,1,354.9
5522,1954,1266,1246,1,6,3,1,0,1,1,0,0,266.4
4052,1955,1654,827,1,4,2,1,0,1,1,1,0,258.6
5832,1989,3268,2016,2,7,3,2,1,1,1,1,0,482.8
3928,1950,2460,1346,1.5,6,2,1,1,1,1,1,0,298.6
5304,1954,2994,1672,2,7,3,1,1,1,1,1,0,352.6
10354,1958,3048,1422,1,6,4,2,0,1,0,1,0,365.8
6460,1980,3084,1666,1.5,9,4,2,0,1,0,0,1,415.1
10400,1910,3484,2282,2,9,3,2,0,1,1,0,1,432.8
3914,1920,2026,1288,2,8,4,1,0,1,0,1,0,307.9
4052,1959,2463,1313,1.5,6,3,2,0,1,1,0,1,298.1
23115,1903,2448,1488,2,6,3,1,1,1,1,1,0,431.3
4550,1950,2374,1075,1,6,3,1,0,1,1,1,0,270.6
6821,1951,1394,1360,1,7,3,2,1,1,1,1,0,315.9
4968,1989,5076,2870,2,10,4,2,2,1,1,1,0,599.1
6070,1930,4028,2256,2.5,7,4,2,0,1,0,0,1,470.8
5931,1950,2707,1415,1,6,3,1,1,1,1,1,0,303.3
5652,1961,2643,1155,1,6,2,1,1,1,1,1,0,334.5
8415,1960,2650,1148,1,5,3,1,0,1,1,1,0,346.8
7077,1920,2487,1436,2,9,3,2,0,1,0,1,0,377.6
7400,1910,2900,1666,2,6,3,1,1,1,0,1,0,438.9
8527,1950,1700,768,1,5,2,1,0,1,0,0,0,279.1
3300,1963,1818,864,1,5,2,1,0,1,1,1,0,247.8
6066,1963,2526,1470,2,8,4,1,2,1,1,1,0,404.7
4171,1922,3239,1456,1,8,4,2,0,1,0,0,1,323.5
10400,1960,2304,1120,1,6,3,1,0,1,1,1,0,346
6016,1960,1912,864,1,6,3,2,0,1,1,1,0,332.8
6067,1963,3153,1834,2,9,4,2,1,1,1,0,1,412
6576,1955,2726,1220,1,6,2,1,0,1,0,1,0,319
4840,1950,2928,1538,1,5,2,1,0,1,1,1,0,388.1
10400,1910,2811,1728,2,8,2,2,0,1,0,1,0,384.6
4137,1890,2940,1706,2,8,4,1,1,1,1,1,0,308.3
6067,1963,2190,1470,2,7,4,1,2,1,1,1,0,345.4
5559,1960,2220,1377,2,6,3,1,1,1,1,1,0,317.2
5431,1950,3684,1712,2,8,4,1,1,1,0,0,0,409.6
6500,1960,4040,2560,2,10,3,1,1,1,1,0,1,378.7
7449,2004,6960,3929,2,12,4,5,0,1,1,1,0,773.5
3300,1963,2447,1306,1.5,6,3,2,0,1,1,1,0,318.4
6500,1960,2348,1075,1,6,3,1,0,1,1,1,0,294.3
4514,1935,2988,1571,1.5,6,3,2,0,1,0,1,0,319
4968,1989,3909,2312,2,7,3,3,1,1,2,1,0,545.4
7196,2010,4531,2850,2,8,4,2,1,1,1,1,0,593.4
5552,1915,3601,1973,2,7,3,1,0,1,0,1,0,353.7
3700,1987,2456,1380,2,7,3,2,1,1,0,1,0,388.9
5729,1950,1920,960,1,5,3,1,1,1,1,1,0,279.5
10305,1960,1726,850,1,4,2,1,0,1,1,1,0,297.6
5610,1955,3036,1637,1.5,6,3,2,0,1,2,0,0,335.3
5000,1910,2058,1095,1.5,6,2,1,1,1,0,0,0,341.2
6600,1950,2446,1152,1,7,3,1,0,1,1,1,0,328.9
3364,1920,2717,1389,1.5,6,3,1,1,1,2,1,0,357.4
4013,1960,2736,1210,1,6,3,1,0,1,1,1,0,282.5
3620,1936,1996,950,1,5,2,1,0,1,0,0,0,229.1
5900,1960,2880,1357,1,5,2,1,0,1,0,0,0,333
3737,1945,2686,1251,1,7,4,2,0,1,0,1,0,333.7
5076,1989,3900,2354,2,7,3,3,1,1,1,1,0,530.6
13065,1965,2880,1469,1.5,7,3,2,0,1,1,1,0,468.3
6799,1940,2708,1568,2,7,4,2,0,1,1,0,0,448.3
5203,1950,1896,948,1,5,2,1,1,1,0,1,0,252.3
4293,1920,2778,1422,1.5,6,2,1,2,1,0,0,0,388.9
5387,1959,3086,1666,1.5,6,3,1,1,1,1,0,0,374.1
5500,1981,2528,1306,1.5,7,3,2,0,1,0,0,0,442.1
7000,0,4732,2641,2,8,4,2,1,1,1,0,1,569.2
4639,1960,2062,988,1,5,3,1,0,1,1,1,0,265.6
3043,1925,1926,1200,2,7,3,1,0,1,0,1,0,279.6
3442,1959,2488,1536,2,7,3,2,0,1,1,0,0,339.4
3854,1951,2722,1484,2,6,3,1,1,1,0,1,0,302.9
6427,1992,2758,1690,2,7,4,2,1,1,1,1,0,397.7
4200,1925,1814,857,1.5,6,3,1,0,1,0,0,1,269.3
7120,1920,2326,1194,1.5,6,3,1,0,1,0,0,1,356.1
3760,1936,2118,950,1,5,2,1,0,1,0,1,0,228.7
6600,1960,2916,1350,1,7,3,1,0,1,1,1,0,363.2
6920,1960,2610,1190,1,6,3,1,0,1,1,1,0,281.7
9230,1930,2487,1554,2,7,3,2,1,1,1,1,0,401.4
4968,1993,3620,2240,2,7,3,3,1,1,2,1,0,507.9
5850,1950,2447,1075,1,5,2,1,0,1,1,1,0,327.1
4059,1960,2609,1092,1,6,3,1,0,1,1,1,0,283.3
5400,1960,2132,1056,1,5,2,1,0,1,1,1,0,272.3
4500,1973,2389,1545,2,7,3,1,1,1,1,0,0,355.8
9344,1955,2768,1387,1.5,6,3,1,1,1,1,0,1,373.6
6932,2002,4436,2832,2,7,3,3,0,1,1,1,0,552.2
4147,1929,3410,1295,1,5,2,1,0,1,1,0,1,328.1
4013,1960,2372,1042,1,6,2,1,0,1,1,0,0,280.1
6600,1981,2502,1306,1.5,6,3,2,0,1,0,1,0,394
6106,1920,2598,1437,2,7,3,1,0,1,0,1,0,343.4
4968,2006,3769,2167,2,7,4,3,1,1,1,1,0,544.4
9368,1960,2164,912,1,5,2,1,0,1,1,1,0,304.8
6346,1957,2242,1056,1,5,3,1,0,1,0,0,1,347.5
7800,1960,1944,960,1,5,2,1,1,1,1,1,0,296.3
4026,1940,2520,1047,1,6,3,1,1,1,1,1,0,266
11232,1970,4176,2820,1,8,4,1,1,1,0,0,0,514.4
5525,1894,2626,1427,1.5,7,2,1,1,1,0,1,0,299.7
4585,1960,1944,960,1,5,3,1,0,1,1,1,0,269.5
9230,1913,3289,1517,1,7,2,1,0,1,0,0,1,341.8
7877,1951,3644,2150,2,9,6,2,0,1,0,0,1,518.3
4714,1960,3072,2000,2,6,4,2,1,1,1,0,0,395.5
4500,1905,2296,1121,1.5,6,3,1,0,1,0,0,0,296.6
5588,1960,2437,1265,1.5,6,3,1,1,1,1,0,0,300.6
4050,1920,1910,984,2,6,3,1,0,1,1,1,0,323.6
12180,1965,3591,2167,1,8,3,2,0,1,1,0,1,476
3704,1950,1748,864,1,5,2,1,0,1,1,1,0,267.3
4400,1956,2339,960,1,5,3,1,0,1,0,1,0,298.3
4764,1920,3753,2177,2,6,3,1,1,1,1,0,0,383
6600,1981,2732,1306,1.5,6,2,2,0,1,0,1,0,359.5
3750,1945,2286,1254,1.5,6,3,2,0,1,1,1,0,282.8
5063,1966,2549,1306,1.5,7,3,2,0,1,0,1,0,354.8
6624,1983,2635,1387,1.5,5,3,1,1,1,1,0,1,365.3
4527,1933,2142,1344,2,6,3,1,0,1,0,1,0,290.1
7616,2001,4442,2591,2,8,4,2,1,1,1,1,0,541.1
13865,1925,3192,1650,1.5,8,3,1,1,1,0,0,1,399.8
5841,1920,2661,1758,2,7,3,1,1,1,1,1,0,381.9
5500,1907,2976,1984,2.5,8,4,2,1,1,0,0,1,469.3
4780,1950,2072,864,1,7,2,1,1,1,1,1,0,300
7104,1930,3729,2081,2,7,3,1,1,1,0,1,0,393.4
3750,1950,2263,1050,1,5,3,1,0,1,0,1,0,276.7
4680,1950,1788,864,1,5,2,1,0,1,1,1,0,277.2
4127,1960,2364,1075,1,6,3,1,0,1,0,1,0,266.2
5400,1991,5032,2924,2,7,3,1,1,1,1,1,0,550.5
6391,1920,3208,1824,2,7,3,1,1,1,0,1,0,410
4050,1959,2570,1445,1.5,8,3,2,0,1,1,1,0,318.4
6399,1957,2220,1056,1,6,2,1,0,1,0,1,0,307
4523,1920,3188,1420,1,4,2,1,0,1,0,1,0,272.9
4960,1950,2634,1536,1.5,7,3,2,0,1,0,0,1,376.8
5980,1961,2696,1155,1,6,3,1,1,1,1,1,0,305.5
5681,1960,3052,1872,2,8,4,1,1,1,1,1,0,415.4
5750,1920,2749,1595,2,7,3,1,1,1,1,0,0,337.8
12960,1970,2561,1270,1,7,3,1,1,1,1,1,0,459.4
7498,2004,4481,2762,2,8,4,2,1,1,1,1,0,632.8
6832,2001,3334,2186,2,7,4,2,1,1,1,1,0,496.1
3600,1932,1904,864,1,5,2,1,0,1,0,0,1,233.6
10400,1875,1780,972,1.5,5,2,1,0,1,0,1,0,286.3
5536,1925,3003,1396,1,6,2,1,1,1,0,0,1,303.3
4818,1950,2243,998,1,6,2,1,0,1,1,1,0,284.6
5400,1961,2876,1561,1.5,8,4,1,1,1,1,1,0,386.2
6022,1999,2604,1680,2,8,3,2,1,1,1,1,0,490.8
4144,1960,2368,1306,1.5,6,3,2,0,1,0,1,0,284.9
5484,1928,2754,1560,2,8,3,1,0,1,0,1,0,350.2
6124,1957,2256,1100,1,8,1,1,0,1,1,1,0,347.8
6600,1951,3084,1383,1,7,3,1,1,1,1,1,0,389.6
7800,2001,3354,2186,2,7,4,2,1,1,1,1,0,506.2
4935,1950,2270,1224,1.5,6,3,2,0,1,0,1,0,321.5
5407,1900,2273,1284,1.5,6,3,1,1,1,0,1,0,295
5214,1920,2256,1344,2,7,3,1,0,1,0,1,0,303.5
5603,1961,2063,864,1,5,2,1,0,1,1,0,0,288.1
5782,1920,3264,1456,1,7,4,1,0,1,0,1,0,314.2
6790,1925,2525,1350,2,6,3,1,0,1,0,0,1,356.1
4010,1920,3174,2080,2,8,4,3,0,1,0,0,1,407.9
4080,1969,2768,1503,1.5,8,3,1,0,1,1,1,0,358.6
9858,1952,4612,2038,1,12,5,3,0,2,2,1,0,496.1
5669,1960,4108,2246,2,8,4,2,0,1,1,0,1,475.5
4068,1956,2988,1399,1,5,2,1,1,1,1,0,0,298.4
5569,1948,2551,1008,1,6,3,1,0,1,1,1,0,338.1
5663,1957,2247,1056,1,6,3,1,1,1,0,1,0,339.2
4554,1920,1880,1232,2,7,3,1,1,1,0,1,0,308.4
14146,1940,2792,1924,2,6,3,1,0,1,0,0,1,440.1
6881,2004,4171,2582,2,8,4,2,1,1,1,1,0,594.6
13059,1890,2053,1262,2,6,3,1,1,1,0,1,0,460.8
6735,1935,2732,1176,1,8,3,2,1,1,0,1,0,314.7
4864,1950,2468,1680,2,6,3,2,0,1,0,0,1,320.4
6918,1935,2756,1632,2,7,4,1,1,1,1,1,0,351.5
11973,1890,4240,2136,1.5,5,3,2,1,1,1,0,1,448.4
4250,1955,2524,1370,1.5,6,3,2,0,1,1,0,1,316.5
7800,2001,3359,2198,2,7,3,2,1,1,1,1,0,505.4
8088,1910,2346,1586,2,6,3,1,1,1,0,0,0,456.1
5656,1928,2342,1450,2,7,3,1,0,1,0,1,0,366.9
4046,1961,2480,1120,1,5,2,1,0,1,1,1,0,278.5
5087,1956,2568,1306,1.5,6,3,1,1,1,1,1,0,318.3
6600,1950,2786,1109,1,6,4,1,0,1,1,1,0,351.8
6382,1960,2949,1503,1.5,7,3,1,1,1,1,1,0,385.3
6024,1967,2743,2034,1,9,3,1,1,1,2,1,0,419.4
6119,1800,2244,1154,1.5,6,3,2,0,1,1,1,0,294.3
4968,1961,2796,1782,2,7,4,2,1,1,1,0,1,414.7
9020,1988,5196,2421,2,10,3,2,1,1,1,1,0,581.8
7465,2004,3908,2402,2,8,4,2,1,1,1,1,0,591.8
7800,2001,3463,2170,2,8,4,2,1,1,1,1,0,507.4
7220,1935,1992,840,1,5,2,1,0,1,0,0,0,325.1
4422,1870,2725,1291,1.5,6,3,1,1,1,0,0,0,292.5
8106,2001,2946,2788,2,11,3,3,1,1,1,1,0,621.6
5445,1950,2520,1075,1,7,3,1,1,1,0,0,0,289.1
9451,1900,2811,1382,1.5,8,4,1,1,1,1,0,0,423
5323,1957,2335,1125,1,6,2,1,1,1,2,1,0,317.5
6036,1945,2244,1028,1,5,2,1,0,1,1,0,0,313.4
5651,1930,3384,1748,1.5,7,3,2,0,1,0,1,0,343.9
3672,1930,2609,1552,2,8,3,1,1,1,1,0,1,378.2
6600,1930,2447,1226,1.5,7,3,1,1,1,0,1,0,337.4
9136,1920,2428,1149,1.5,7,3,1,0,1,1,1,0,351.2
5899,1956,2810,1650,2,7,3,2,0,1,1,0,0,350.6
3788,1956,2184,1464,2,7,4,1,1,1,1,1,0,308.7
5732,1920,2874,1348,1.5,6,3,1,0,1,0,1,0,337.1
10259,1959,3040,1958,1.5,8,3,2,1,1,1,0,1,431.3
6600,1950,2448,1109,1,6,3,1,0,1,1,1,0,311.7
4000,1900,2591,1468,1.5,7,3,1,1,1,0,1,0,292.3
4020,1960,1832,902,1,5,2,1,0,1,1,1,0,237.5
6694,1967,3216,1862,1.5,8,3,1,1,1,1,0,0,417.1
4954,1985,3458,2112,2,6,3,2,1,1,1,1,0,502.6
6314,1950,2612,1306,1.5,6,3,1,1,1,0,1,0,305.1
4305,1971,2880,1562,1.5,7,3,3,0,1,0,1,0,304.5
5565,1957,2748,1125,1,6,2,1,1,1,1,0,0,343.2
8116,1910,2726,1500,2,8,5,1,0,1,0,1,0,350.9
7387,2005,5106,3001,2,8,4,2,1,1,1,1,0,655.3
6036,1935,3029,1580,1.5,7,3,1,1,1,0,0,1,383.3
4242,1940,2036,928,1,5,2,1,0,1,1,0,0,252
7480,1950,3080,1816,2,7,3,1,1,1,0,1,0,396.5
4875,1920,2409,1014,1,6,3,1,0,1,0,0,0,322.1
12376,1900,2522,1571,1.5,6,2,1,1,1,0,0,0,397.2
5879,1950,3144,1841,1.5,6,3,2,0,1,1,0,0,339.2
6338,1900,2140,1018,1.5,6,2,1,0,1,0,1,0,295.4
5220,1967,3123,1984,2,8,4,2,1,1,0,1,0,455.6
4698,1930,2200,1058,1,5,2,1,0,1,1,1,0,272.9
7397,2004,5106,3001,2,8,4,2,1,1,1,1,0,655.5
7157,1950,2571,1159,1,6,3,1,0,1,0,0,0,291.3
4355,1950,2476,1338,1.5,6,3,2,0,1,1,0,1,310.6
3990,1940,1860,890,1,5,2,1,0,1,0,1,0,230.1
6858,1967,2411,1611,1,8,3,1,1,1,2,1,0,372.7
6575,1960,1676,816,1,4,2,1,0,1,0,1,0,275.6
4800,1945,2235,968,1,5,2,1,0,1,1,1,0,307.7
6600,1920,2498,1698,1.5,6,3,1,1,1,0,1,0,377.8
4921,1967,2452,1284,1.5,7,3,1,0,1,1,1,0,352.6
13200,1910,2788,1521,2,6,3,2,0,1,0,1,0,425.2
4891,1930,2604,1414,1.5,7,3,1,1,1,0,1,0,373.8
8226,1910,2551,1515,2,7,3,1,1,1,0,0,0,410.4
5261,1936,3123,1657,1.5,7,3,1,1,1,1,0,0,313.8
9030,1962,2456,1132,1,7,3,1,0,1,1,1,0,378.2
7206,1930,3026,1345,1,6,3,1,0,1,0,1,0,370.3
5962,1962,2196,988,1,7,3,1,1,1,1,1,0,303.1
7796,1860,3085,1808,2,8,3,2,0,1,0,0,0,359.9
5097,1967,2420,1284,1.5,6,3,1,1,1,0,1,0,330.2
5656,1955,2336,1434,1.5,7,3,1,1,1,1,1,0,323.1
6858,1967,1938,1074,1,7,4,1,1,1,1,1,0,364.6
8500,1950,2952,1470,1,5,2,1,1,1,1,1,0,340.3
5274,1920,3240,1971,2,7,4,2,1,1,0,0,1,421.3
6600,1960,2592,1500,2,6,3,1,1,1,1,1,0,351.7
6411,1998,4858,3164,2,9,4,2,1,1,0,1,0,662
5358,1950,3440,1809,1.5,7,3,2,0,1,1,0,1,341.8
4800,1937,3168,1826,2,7,3,1,1,1,1,0,0,346.7
7249,1930,2880,1591,1.5,6,3,1,1,1,0,1,0,399.3
8512,1920,1893,1160,2,5,3,1,1,1,0,1,0,329.7
3645,1950,2838,1138,1,6,2,1,1,1,1,1,0,282.8
5388,1967,2240,1284,1.5,7,4,1,1,1,0,1,0,346.9
5792,1950,2654,1412,1.5,7,3,1,1,1,1,1,0,331.4
5375,1955,2220,1500,2,7,3,1,1,1,1,1,0,379.1
4308,1935,2830,1597,1.5,10,5,2,1,1,1,1,0,388.3
5800,1924,2288,1404,2,6,3,1,0,1,0,1,0,366.4
4020,1938,2974,1615,1.5,7,3,2,0,1,1,1,0,304.9
6535,1915,2859,1236,1,6,2,1,0,1,1,1,0,372.3
12000,1885,2843,1484,1.5,6,3,1,1,1,0,1,0,368.2
6003,1920,2930,1479,1.5,6,3,1,1,1,0,1,0,308
4661,1962,2247,1197,1.5,5,3,1,1,1,0,1,0,287.3
4800,1950,2933,1134,1,6,2,1,0,1,1,0,0,280.9
3658,1950,2784,1138,1,7,2,1,1,1,1,1,0,277.8
5391,1945,2891,1347,1,5,2,1,1,1,1,0,1,350
6600,1931,3192,1446,1,7,3,1,0,1,0,0,0,359.1
3640,1962,1896,1272,2,6,3,1,1,1,0,1,0,298.3
5447,1967,2272,1284,1.5,7,4,1,2,1,0,0,0,383.7
4550,1987,2492,1484,2,6,3,1,1,1,1,1,0,389.7
4841,1955,2494,1180,1,6,3,1,2,1,1,1,0,380.1
4433,1930,3238,1492,1,6,2,1,0,1,0,0,0,270.5
8280,1920,3478,1460,1,6,3,1,0,1,0,1,0,395.6
11117,1996,2516,1480,2,5,3,2,1,1,1,1,0,407.4
4749,1925,2122,1025,1,5,2,1,0,1,0,1,0,286.2
8418,1910,2001,1019,1.5,6,3,1,0,1,0,1,0,316
4426,1930,2794,1207,1,7,3,1,1,1,0,1,0,317.1
5508,1950,2110,1020,1,7,3,2,0,1,0,0,0,298.6
6600,1920,2558,1500,2,7,4,1,0,1,1,1,0,403.5
4937,1935,2280,1200,2,5,2,1,0,1,1,1,0,309.1
6960,1930,3388,1329,1,6,3,2,0,1,0,1,0,358.8
4337,1924,3284,1724,1.5,7,4,3,0,1,0,1,0,341.5
5205,1955,2348,1075,1,6,3,1,1,1,1,1,0,305.1
4582,1930,3072,1794,2,6,3,1,1,1,0,1,0,303.9
6560,1960,2638,1294,1,8,4,1,1,1,1,1,0,378
17424,1987,4578,2225,1.5,6,3,2,0,1,1,1,0,459.3
4800,1950,2604,1134,1,7,3,1,0,1,1,0,0,293.1
3549,1962,2584,1387,1.5,6,3,1,0,1,1,0,0,285.1
4950,1925,1982,940,1,5,2,1,0,1,0,1,0,276.1
5490,1955,1698,814,1,3,2,1,0,1,0,1,0,280.1
13693,1952,1800,900,1,5,2,1,0,1,0,1,0,345.1
8250,1900,2156,1152,2,6,3,1,0,1,0,1,0,347.6
5529,1955,2344,1306,1.5,6,3,1,1,1,1,1,0,326.4
4842,1962,2232,1197,1.5,5,3,1,0,1,1,1,0,310.3
5201,1950,2680,1176,1,6,3,1,0,1,1,1,0,304.6
12238,1900,2847,1437,1.5,7,3,1,1,1,0,0,0,362.8
4210,1950,2629,1377,1.5,6,3,2,0,1,1,1,0,332.1
3912,1950,2044,1372,2,7,4,1,1,1,1,1,0,336.2
3480,1920,2822,1188,2,6,3,1,0,1,0,1,0,356.1
4705,1950,2560,1400,1.5,6,3,1,1,1,1,1,0,312.4
7864,1922,2056,979,1.5,5,2,1,0,1,1,1,0,319.9
6778,1974,4569,3957,2,9,5,3,1,1,3,1,0,550.6
4950,1950,3223,1782,2,7,3,2,1,1,1,0,1,443.9
8423,1890,2204,1085,1.5,6,3,1,1,1,0,1,0,316.2
6710,1965,3020,1778,2,7,3,2,1,1,1,1,0,423.5
6473,1950,2188,992,1,8,3,2,0,1,2,1,0,382.9
3160,1970,2604,1536,2,7,4,1,1,1,1,1,0,329.9
5496,1956,2632,1316,1,7,3,1,0,1,0,1,0,278.7
6615,1960,4383,2015,1,7,3,1,1,1,1,1,0,443.6
6960,1970,2774,1104,1,5,2,1,0,1,1,1,0,329
8250,1950,2808,1536,2,7,3,1,1,1,1,1,0,405.7
6600,1920,2278,1500,2,7,2,1,0,1,0,0,1,381.7
8334,1820,3112,1813,2,7,3,1,1,1,0,1,0,401.5
4782,1950,2584,1400,1.5,6,3,2,0,1,1,1,0,304.2
4790,1950,2824,1808,2,8,4,2,0,1,1,0,1,467.1
4526,1955,2364,1075,1,8,3,1,1,1,1,1,0,286.5
6995,1956,2296,1264,1,6,3,1,0,1,0,1,0,321.8
4326,1965,2675,1725,2,8,4,2,1,1,1,1,0,386.7
4824,1970,2594,1580,2,7,4,1,1,1,1,1,0,383
5336,1950,3000,1176,1,6,3,1,0,1,1,1,0,294.8
7928,1900,2168,1266,2,7,3,1,1,1,0,1,0,338.5
5451,1925,1953,920,1,5,2,1,0,1,0,1,0,255.9
3510,1960,2304,1306,1.5,6,3,2,0,1,1,1,0,268.5
7776,1900,3532,2098,2,9,5,1,1,1,3,1,0,385.9
33384,1850,2936,1870,2,8,3,1,0,1,0,0,0,476.7
6960,1988,2400,1620,2,7,3,1,1,1,1,1,0,426.4
6600,1942,2472,1544,2,7,3,1,0,1,1,1,0,349.3
4940,1875,2364,1492,2,5,2,1,1,1,0,1,0,308.9
3340,1965,2456,1428,2,6,3,1,1,1,1,1,0,332.2
4311,1955,2344,1306,1.5,6,3,2,0,1,1,0,1,320
6855,1960,3108,1503,1.5,7,4,1,1,1,0,1,0,376.9
3310,1960,2328,1536,2,7,4,1,1,1,1,1,0,325.3
5029,1930,3360,1456,1,5,2,1,0,1,1,1,0,311.1
8162,1954,2660,1457,1.5,6,3,2,0,1,1,0,0,361.5
4941,1950,1858,904,1,5,2,1,0,1,1,1,0,267
4236,1956,2620,1120,1,6,3,1,0,1,1,1,0,281.6
8687,1970,2396,1600,2,7,3,1,1,1,1,0,1,397.9
6765,1960,2983,1491,1,7,3,1,1,1,1,1,0,408
5045,1950,2448,1142,1,7,3,2,0,1,1,1,0,343.8
5889,1950,2575,1306,1.5,4,2,1,0,1,1,0,1,400
6270,1875,2784,1619,2,9,6,1,1,1,0,1,0,337.1
4126,1960,2512,1372,2,8,3,1,1,1,1,0,0,339.6
6001,2009,3670,2334,2,9,4,2,2,1,0,1,0,650.3
4009,1965,2563,1600,2,7,4,1,1,1,1,1,0,396.9
6600,1940,2492,1275,1.5,6,3,1,1,1,0,0,1,408.6
4114,1965,2420,1600,2,8,4,1,1,1,1,1,0,345.3
5203,1964,2604,1306,1.5,6,3,2,0,1,1,1,0,317.8
4416,1940,2428,1344,2,8,4,1,1,1,0,1,0,314.9
7349,1970,2926,1847,2,8,4,1,1,1,0,1,0,366
4143,1970,2488,1600,2,8,4,1,1,1,1,1,0,365.7
4943,1950,1897,816,1,4,2,1,0,1,1,1,0,330
